ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
895,     0,     2,     3,     7,     5,     5,     6,     6,     4,     9,     7,     2,     6,     2,     5,     4,     8,     6,     4,     6
896,     1,     1,     6,    10,     3,     6,    10,     7,     0,     8,     5,     7,     8,     3,     6,     3,     6,     4,     5,     9
897,    10,     9,     9,     6,     7,    10,     8,     5,     5,     2,     3,     7,     4,     2,     2,     5,     1,     4,     7,     1
898,     2,     3,     2,     8,     0,     8,     8,     3,     1,     9,     8,     6,     6,     3,     7,     6,     8,     4,     7,     7
899,     6,     7,    10,     2,     0,     6,     2,     3,    10,     2,     1,     7,     2,     1,     1,     8,     5,     6,     0,     3
900,     1,     1,     2,     9,     3,     7,     6,     5,     1,    10,     6,     8,     6,     0,     7,     7,     7,     6,     2,     7
901,     5,     6,     9,     4,     0,     7,     4,     3,     7,     2,     2,     5,     5,     4,     3,     5,     7,     4,     0,     4
902,     3,     3,    10,     6,     8,     7,     6,     0,     4,     8,     4,     3,     5,     5,     2,     5,     7,     2,     4,     1
903,    10,     5,     7,     8,     8,    10,     7,     4,     6,     2,     4,     2,     8,     2,     2,     6,     0,     6,     4,     3
904,    10,    10,     6,     9,     8,     6,     8,     4,     5,     0,     0,     4,     4,     1,     1,     4,     2,     3,     2,     2
905,     3,     4,     2,     7,     3,     6,     7,     4,     0,     7,     7,     6,     6,     2,     4,     5,     9,     5,     6,     5
906,     0,     0,     2,     6,     1,     8,     8,     3,     1,     9,     9,     3,     8,     2,     6,     7,     6,     8,     3,     7
907,     1,     2,     2,     7,     4,     5,     8,     5,     0,     8,     7,     4,     5,     1,     6,     7,     5,     6,     4,     7
908,     0,     1,     3,     9,     2,     7,     9,     6,     1,     7,     7,     6,     6,     3,     6,     7,     8,     1,     7,     8
909,     6,     4,     8,     5,     7,     6,     6,     3,     5,     7,     4,     9,     4,     5,     4,     5,     9,     3,     4,     1
910,     3,     0,     1,     9,     2,     9,     5,     4,     1,     6,    10,     6,     9,     1,     7,     6,     8,     4,     3,     7
911,     1,     2,     2,     8,     1,     4,     7,     5,     0,    10,     7,     4,     9,     2,     5,     4,     9,     6,     3,     5
912,     6,     8,     8,     8,     0,     6,     1,     2,     9,     2,     0,     5,     4,     1,     1,     4,     7,     6,     0,     2
913,     2,     1,     1,    10,     5,     7,     7,     6,     1,     7,     9,     5,     7,     2,     3,     5,     8,     5,     8,     8
914,     2,     3,     2,     9,     2,     5,     9,     5,     1,     9,     6,     7,     9,     4,     7,     6,     8,     3,     5,     6
915,    10,     8,     9,     9,     5,     6,     7,     2,     5,     1,     2,     5,     1,     3,     0,     4,     3,     5,     6,     0
916,     2,     3,     2,    10,     3,     4,     9,     6,     0,     8,     8,     5,     6,     2,     9,     2,     8,     6,     6,     8
917,     1,     3,     2,     7,     5,     9,     8,     2,     2,     7,     7,     4,     8,     2,     6,     6,     6,     5,     6,     5
918,     6,     6,     9,     5,     1,     8,     4,     4,     9,     3,     0,     7,     2,     4,     1,     4,     5,     4,     0,     3
919,     2,     2,     1,    10,     4,     4,     6,     5,     1,     8,     5,     3,     9,     4,     4,     3,    10,     4,     3,     7
920,     8,     6,     9,     7,     1,     7,     4,     6,     9,     1,     1,     5,     3,     4,     1,     3,     7,     5,     1,     4
921,     9,     9,     8,    10,     8,     4,     8,     6,     7,     5,     1,     6,     3,     1,     2,     6,     2,     4,     5,     2
922,     2,     0,     3,     8,     2,     6,    10,     5,     0,     7,     7,     7,     7,     1,     6,     6,     8,     4,     6,     6
923,     4,     4,     3,     5,     3,     6,    10,     5,     2,     9,     8,     6,     9,     3,     7,     5,     7,     2,     4,     8
924,     8,     6,     8,    10,     7,     4,     9,     5,     6,     4,     2,     5,     0,     4,     2,     7,     2,     3,     5,     1
925,     2,     5,     8,     6,     0,     8,     2,     7,     7,     2,     1,     5,     3,     2,     2,     8,     6,     3,     0,     5
926,     7,     6,    10,     8,     0,     5,     3,     5,     8,     5,     0,     7,     4,     2,     2,     5,     8,     6,     0,     4
927,     4,     3,     6,     9,     5,     4,     6,     2,     5,     7,     3,     5,     3,     3,     3,     7,     8,     3,     4,     2
928,     2,     2,     2,     7,     1,     6,     8,     3,     1,    10,     7,     4,     5,     4,     8,     4,     8,     7,     7,     8
929,    10,     7,     7,     7,     8,     6,     7,     5,     4,     1,     3,     6,     4,     3,     2,     6,     1,     5,     3,     2
930,     5,     1,     0,     5,     3,     7,    10,     4,     1,     9,    10,     5,     7,     3,     8,     3,     7,     3,     8,     8
931,     2,     7,     9,     5,     0,     5,     3,     5,    10,     3,     0,     8,     4,     2,     3,     5,     8,     4,     0,     1
932,     4,     7,     7,     7,     0,     6,     6,     7,     8,     5,     1,     4,     4,     3,     3,     3,    10,     3,     0,     4
933,     3,     6,     6,     7,     0,     8,     4,     3,    10,     1,     4,     5,     1,     4,     4,     7,     9,     4,     0,     5
934,    10,     5,     6,     9,     7,     6,     8,     6,     6,     4,     3,     7,     6,     2,     2,     6,     0,     5,     6,     2
935,     2,     3,     4,     5,     1,     7,     8,     3,     0,     9,     8,     6,     9,     1,     7,     6,     8,     7,     5,     4
936,     5,     3,     6,     5,     7,     7,     5,     7,     4,     8,     2,     5,     3,     4,     4,     5,     9,     3,     3,     3
937,     4,     2,     8,     6,     2,     6,     4,     6,     7,    10,     1,     5,     4,     4,     3,     5,     7,     5,     8,     2
938,    10,     8,     8,     9,     8,     5,     8,     3,     6,     2,     1,     5,     4,     4,     3,     4,     0,     2,     7,     1
939,     2,     1,     1,     8,     2,     7,     8,     3,     0,     9,     6,     6,     7,     0,     5,     6,     9,     6,     5,     6
940,    10,     6,     8,     7,     6,     6,    10,     4,     4,     3,     1,     8,     1,     3,     2,     5,     1,     5,     4,     1
941,     1,     7,    10,     5,     0,     8,     6,     5,     5,     2,     2,     3,     2,     3,     2,     4,     5,     3,     0,     3
942,     0,     2,     2,     5,     3,     4,     7,     4,     2,     9,     8,     6,     7,     5,     5,     4,    10,     4,     2,     5
943,     6,     3,     5,     6,     9,     8,     8,     4,     4,    10,     2,     4,     6,     3,     2,     5,     6,     4,     6,     0
944,     3,     4,     1,     8,     5,     6,     8,     4,     0,     9,     9,     3,     8,     2,     8,     5,     7,     6,     6,     9
945,     3,     3,     6,     8,     4,     4,     7,     5,     5,     9,     1,     4,     3,     5,     5,     7,     9,     8,     6,     3
946,    10,     9,     7,     9,     5,     6,     8,     4,     3,     1,     3,     7,     2,     4,     2,     5,     1,     6,     4,     1
947,     7,     4,     8,     9,     5,     8,     9,     5,     5,     6,     4,     5,     5,     5,     2,     7,     9,     5,     4,     2
948,     9,     8,     8,     8,     8,     6,     3,     7,     5,     3,     1,     9,     2,     3,     1,     6,     1,     4,     6,     0
949,    10,     7,     9,     8,     8,     5,     8,     7,     5,     2,     1,     6,     4,     0,     1,     7,     1,     6,     5,     2
950,     6,     5,     9,     8,     0,     6,     6,     3,     7,     2,     1,     7,     2,     3,     3,     8,     5,     3,     0,     3
951,     1,     7,     7,     8,     0,     8,     5,     5,     7,     3,     1,     7,     2,     0,     2,     5,     7,     5,     0,     4
952,     9,     9,     6,     8,     8,     5,     5,     3,     0,     2,     4,     5,     2,     2,     1,     5,     1,     6,     5,     0
953,     1,     2,     3,     9,     3,     5,     9,     4,     1,     9,     9,     3,     3,     2,     4,     5,    10,     5,     7,     6
954,     1,     2,     4,     9,     2,     5,     9,     7,     0,     7,     7,     6,     8,     3,     9,     5,     9,     7,     8,     6
955,     3,     3,     9,     9,     3,     7,     8,     4,     6,     8,     2,     5,     6,     4,     4,     2,     6,     5,     7,     2
956,     1,     2,     1,     8,     2,     6,     9,     4,     0,     9,     8,     6,     7,     4,     8,     7,     8,     7,     4,     7
957,     1,     0,     2,     7,     4,     2,     7,     7,     1,    10,     6,     5,     9,     2,     6,     2,    10,     5,     5,     8
958,     9,     8,     8,     8,    10,     5,    10,     5,     6,     2,     3,     5,     3,     5,     2,     5,     0,     4,     6,     6
959,     5,     5,     9,     5,     0,     7,     5,     2,     7,     3,     1,     4,     4,     2,     0,     5,     5,     2,     0,     3
960,     4,     1,     4,     7,     7,     3,     7,     6,     5,     7,     0,     5,     4,     5,     4,     8,     9,     5,     5,     1
961,     4,     6,     9,     5,     0,     7,     4,     7,     9,     2,     0,     7,     2,     4,     2,     4,     8,     7,     0,     5
962,    10,     9,     9,     7,     7,     6,     8,     4,     4,     2,     1,     5,     4,     2,     3,     5,     0,     5,     3,     1
963,     3,     2,     7,     7,     7,     7,     8,     6,     6,     8,     4,     6,     4,     6,     3,     5,     8,     7,     7,     3
964,     4,     3,     5,     7,     3,     7,     8,     6,     2,     9,     3,     5,     5,     7,     3,     5,    10,     3,     4,     3
965,     6,     8,     8,     7,     1,     8,     3,     6,     7,     2,     2,     5,     3,     4,     4,     5,     6,     6,     1,     2
966,     5,     7,     7,     6,     0,     9,     3,     8,     7,     2,     1,     7,     2,     2,     3,     5,     8,     5,     2,     4
967,     8,     6,     8,     8,     0,     7,     7,     7,    10,     2,     0,     5,     6,     5,     6,     8,    10,     4,     0,     4
968,     5,     5,     7,     7,     0,     7,     4,     6,     7,     0,     3,     3,     2,     2,     3,     2,     8,     3,     2,     3
969,     5,     5,     5,     6,     7,     7,     5,     5,     3,     5,     4,     6,     6,     7,     4,     7,     7,     6,     6,     3
970,     0,     2,     0,     8,     3,     9,     9,     4,     2,     9,     9,     7,     7,     1,     6,     4,     7,     5,     5,     7
971,     1,     1,     3,     8,     2,     6,     8,     5,     1,     8,     7,     7,     5,     1,     6,     5,     8,     2,     5,     7
972,     4,     2,     2,     9,     2,     6,     7,     7,     0,     9,     9,     9,     8,     3,     9,     5,     9,     2,     4,     6
973,     5,     5,    10,     4,     0,     5,     5,     5,     8,     3,     2,     4,     4,     4,     3,     6,     8,     6,     0,     4
974,    10,     8,     7,     8,     9,     5,    10,     5,     7,     2,     5,     3,     4,     2,     0,     3,     0,     4,     5,     2
975,     9,     9,     6,     7,    10,     7,     8,     6,     4,     1,     2,     5,     3,     1,     1,     4,     0,     5,     4,     2
976,     9,     8,     8,     9,    10,     7,     8,     4,     3,     3,     2,     2,     4,     0,     2,     3,     0,     6,     4,     2
977,     7,     6,    10,     7,     0,     8,     4,     2,     8,     3,     2,     7,     4,     3,     3,     5,     8,     8,     0,     3
978,     2,     2,     2,     9,     2,     5,     5,     7,     1,     8,     9,     5,     8,     1,     5,     5,     7,     4,     7,     6
979,     3,     1,     9,     8,     5,     7,     7,     6,     7,     6,     1,     4,     2,     8,     4,     5,     8,     5,     4,     4
980,     3,     4,     8,     8,     8,     5,     4,     5,     6,    10,     3,     8,     1,     5,     4,     5,     8,     6,     6,     3
981,     9,     9,     7,     7,    10,     8,     7,     5,     6,     1,     2,     3,     4,     1,     3,     5,     1,     4,     7,     3
982,     4,     1,     1,     9,     2,     6,     8,     5,     0,    10,     8,     6,     8,     2,     8,     7,     8,     3,     5,     4
983,    10,     7,     6,     7,     7,    10,     7,     8,     4,     2,     2,     5,     2,     2,     3,     6,     0,     4,     5,     2
984,     2,     5,     9,     5,     1,     7,     3,     5,     6,     3,     1,     3,     6,     2,     1,     6,     6,     6,     1,     2
985,     4,     2,     1,     6,     6,     7,     5,     2,     5,     8,     1,     5,     6,     4,     0,     5,     4,     3,     2,     2
986,     5,     5,     4,     7,     5,     6,     7,     5,     7,     9,     1,     5,     2,     5,     3,     4,     7,     5,     8,     4
987,     7,     1,     6,     7,     9,     4,     6,     4,     3,     6,     2,     4,     7,     2,     4,     5,     9,     6,     4,     3
988,     6,     5,     8,     7,     1,     7,     4,     5,     7,     1,     2,     3,     3,     3,     3,     3,     8,     5,     1,     2
989,     7,     9,     9,     3,     1,     7,     4,     5,     9,     2,     1,     7,     5,     3,     1,     3,     6,     6,     1,     4
990,     5,     3,     9,     6,     1,     9,     5,     4,     7,     4,     1,     5,     2,     1,     0,     7,     8,     7,     0,     3
991,     6,     8,     9,     8,     1,     9,     5,     3,     8,     2,     0,     8,     1,     4,     1,     7,     8,     1,     0,     4
992,    10,    10,     6,     8,     9,     6,    10,     7,     5,     4,     2,     7,     9,     3,     5,     8,     0,     6,     6,     1
993,     4,     3,     6,     6,     6,     7,     6,     5,     6,     7,     0,     4,     5,     4,     3,     6,     8,     8,     6,     3
994,     3,     4,     1,     9,     3,     8,     9,     5,     1,     9,     9,     5,     7,     2,     8,     2,     9,     5,     6,     4
995,     3,     6,     8,     4,     0,     9,     9,     7,     5,     4,     0,     6,     6,     2,     3,     4,     6,     7,     0,     2
996,     2,     2,     1,     8,     2,     7,     8,     7,     0,     8,     8,     6,     9,     2,     6,     3,     8,     3,     8,     6
997,     4,     2,     2,     8,     1,     4,     8,     5,     1,    10,     9,     5,     6,     2,     8,     6,    10,     3,     6,     6
998,     4,     6,     5,     6,     6,     9,     8,     4,     8,     7,     4,     6,     2,     5,     5,     6,     6,     3,     4,     2
999,     1,     4,     2,     5,     3,     7,    10,     4,     0,     7,     8,     6,     7,     3,     6,     6,     9,     6,     5,     8
1000,     1,     2,     1,     9,     3,     5,     7,     3,     0,    10,     9,     4,     9,     2,     6,     6,     8,     6,     3,     4
1001,     8,     9,     5,     8,     8,     6,     8,     5,     6,     3,     3,     7,     6,     2,     4,     4,     1,     3,     6,     3
1002,     6,     2,     9,     6,     5,     7,     8,     5,     6,     8,     1,     5,     4,     4,     3,     8,     7,     2,     5,     0
1003,     4,     2,     2,     8,     2,     6,     7,     5,     1,     7,     6,     6,     5,     4,     6,     6,     9,     3,     5,     8
1004,     3,     1,     3,     9,     4,     9,     6,     3,     1,     8,    10,     8,     7,     1,     5,     6,     8,     5,     4,     4
1005,     6,     3,     7,     9,     8,     9,     6,     6,     3,     9,     4,     6,     4,     8,     4,     7,     9,     4,     3,     1
1006,    10,     7,     6,     9,    10,     9,     8,     4,     3,     2,     1,     6,     5,     1,     3,     5,     1,     4,     4,     2
1007,    10,     7,     9,     6,     7,     5,     6,     8,     6,     2,     1,     8,     2,     4,     1,     7,     1,     5,     5,     3
1008,     5,     7,     7,     7,     0,     7,     5,     5,     5,     3,     2,     7,     5,     2,     5,     5,     6,     5,     0,     2
1009,     3,     3,     4,     8,     2,     6,     6,     3,     1,     9,     8,     5,     9,     3,     4,     4,     8,     3,     1,     5
1010,     5,     9,     8,     7,     0,     9,     4,     5,     7,     1,     2,     6,     3,     4,     2,     5,     7,     7,     0,     3
1011,     5,     6,     9,     4,     0,     8,     7,     6,     7,     1,     2,     4,     6,     3,     3,     2,    10,     2,     1,     3
1012,     3,     1,     5,     7,     5,     9,     8,     4,     6,    10,     1,     4,     3,     5,     4,     5,     5,     5,     7,     4
1013,     3,     6,     9,     8,     0,     8,     6,     6,     8,     5,     1,     6,     4,     2,     2,     4,    10,     7,     1,     3
1014,     8,    10,     8,     8,     8,     9,     9,     5,     7,     2,     3,     6,     3,     3,     1,     6,     3,     3,     8,     1
1015,     6,     2,     9,     8,     0,     8,     5,     3,     8,     1,     2,     8,     3,     2,     4,     4,     8,     6,     0,     3
1016,     5,     1,     5,     6,     4,     6,     8,     2,     2,     8,     2,     3,     4,     3,     3,     6,     7,     4,     5,     2
1017,     4,     2,     9,     8,     7,     5,     7,     4,     5,     7,     3,     6,     7,     4,     6,     6,     9,     5,     7,     2
1018,     8,     3,     6,     9,     9,     8,     7,     5,     8,     9,     2,     5,     4,     9,     3,     2,     8,     2,     9,     2
1019,     2,     1,     3,     8,     3,     7,     8,     5,     2,     6,    10,     4,     7,     2,     8,     5,     9,     6,     5,     6
1020,     5,     2,     5,     7,     4,     7,     7,     7,     3,     6,     1,     6,     2,     7,     2,     2,     4,     3,     8,     4
1021,     0,     0,     4,     8,     4,     5,    10,     3,     1,     7,     9,     5,     6,     2,     3,     2,     5,     8,     5,     5
1022,     5,     4,     9,     5,     0,     6,     4,     5,     7,     3,     2,     8,     3,     6,     0,     4,     9,     6,     0,     3
1023,    10,     8,     7,     8,     8,     7,     8,     5,     6,     2,     2,     8,     6,     2,     1,     6,     0,     3,     8,     3
1024,     6,     8,    10,     8,     0,     7,     4,     5,     8,     1,     0,     8,     3,     2,     2,     5,     8,     4,     2,     3
1025,     4,     8,    10,     6,     0,     8,     4,     5,     6,     5,     1,     5,     3,     2,     2,     6,     8,     4,     1,     5
1026,    10,     9,    10,     6,     7,     7,     9,     3,     6,     1,     4,     5,     5,     1,     2,     4,     2,     5,     7,     2
1027,     1,     3,     3,     7,     2,     6,     8,     8,     0,     9,     9,     8,     9,     1,     5,     5,     8,     5,     4,     6
1028,     2,     1,     2,     7,     1,     3,     8,     8,     1,     8,     8,     4,     9,     1,     8,     5,     9,     4,     4,     6
1029,    10,     8,     7,     7,     8,     7,    10,     3,     5,     0,     0,     4,     6,     3,     1,     5,     0,     6,     8,     1
1030,     1,     3,     6,     9,     5,     7,     7,     5,     1,    10,    10,     4,     7,     2,     9,     8,     8,     6,     6,     4
1031,     4,     3,     3,     7,     5,     6,     8,     7,     3,     7,     3,     4,     3,     5,     4,     6,     5,     4,     8,     1
1032,     3,     5,     7,     7,     0,     9,     7,     6,     9,     2,     0,     6,     3,     2,     2,     6,     5,     5,     0,     4
1033,     1,     3,     2,     7,     3,     7,     7,     6,     1,     5,     7,     7,     7,     6,     3,     6,     9,     6,     6,     6
1034,     7,     1,     1,     9,     5,     7,     7,     4,     0,    10,     8,     7,     4,     3,     2,     4,     9,     3,     6,     4
1035,    10,     9,     7,     9,    10,     8,     8,     3,     8,     1,     0,     6,     4,     1,     4,     3,     1,     5,     6,     3
1036,    10,    10,     9,     9,     8,     7,     9,     2,     5,     2,     4,     5,     5,     2,     0,     3,     1,     6,     4,     2
1037,     4,     1,     3,     9,     5,     7,     6,     1,     0,     9,     8,     4,     6,     2,     8,     5,     8,     6,     2,     4
1038,     2,     3,     1,     8,     1,     7,     7,     5,     1,     8,     8,     4,     5,     6,     3,     1,     6,     1,     4,     6
1039,     6,     5,     9,     5,     0,     9,     1,     7,     9,     1,     2,     7,     2,     4,     2,     6,     8,     4,     0,     2
1040,     3,     8,     8,     5,     1,     5,     7,     4,     8,     6,     0,     8,     3,     3,     1,     2,     8,     4,     1,     2
1041,     3,     1,     0,     9,     1,     7,     8,     4,     2,     8,     8,     6,     6,     4,     7,     4,     9,     5,     4,     6
1042,     4,     0,     8,     6,     8,     5,     5,     8,     6,     8,     2,     5,     2,     6,     2,     7,     4,     6,     1,     2
1043,    10,     9,     9,     9,    10,     6,     9,     6,     4,     1,     1,     5,     7,     1,     3,     8,     2,     2,     7,     4
1044,    10,     8,     8,     9,     8,     8,     8,     7,     5,     4,     1,     4,     4,     3,     3,     4,     1,     1,     5,     2
1045,     8,     4,     7,     7,     0,     7,     4,     5,     8,     3,     2,     5,     5,     2,     5,     3,     9,     6,     1,     5
1046,     6,     4,     7,     9,     6,     4,     7,     5,     3,    10,     1,     4,     4,     3,     3,     8,     6,     6,     4,     3
1047,    10,     8,     8,     9,     7,     6,     8,     5,     5,     0,     1,     7,     2,     5,     3,     7,     0,     2,     8,     4
1048,     5,     6,    10,     4,     0,     6,     2,     6,     9,     5,     0,     6,     1,     4,     2,     5,     8,     2,     1,     2
1049,     2,     8,     7,     5,     0,     7,     5,     2,     9,     4,     1,     7,     5,     4,     3,     5,     6,     3,     0,     3
1050,     5,     2,     4,     8,     5,     9,    10,     5,     0,     8,     9,     5,     5,     2,     8,     6,     7,     3,     6,     5
1051,     8,     1,     6,     7,     8,     4,     6,     3,     7,     8,     1,     3,     5,     7,     5,     4,     7,     4,     3,     3
1052,     2,     2,     1,     8,     4,     5,     9,     6,     0,     9,     8,     6,     7,     3,     6,     4,     9,     5,     6,     6
1053,     9,     8,     7,     7,     0,     9,     2,     5,     5,     1,     0,     5,     4,     4,     5,     6,     8,     3,     0,     4
1054,     4,     2,     7,     7,     4,     8,     7,     7,     5,     8,     1,     5,     6,     7,     3,     4,     7,     2,     2,     1
1055,     4,     3,     8,     7,     8,     7,     9,     6,     5,     9,     4,     6,     5,     8,     1,     7,     8,     7,     5,     2
1056,     1,     3,     1,     9,     5,     7,     9,     5,     0,     6,     8,     7,     8,     1,     4,     3,     8,     7,     7,     2
1057,     2,     5,     8,     6,     0,     7,     3,     3,     9,     0,     1,     7,     3,     1,     3,     7,     9,     4,     0,     2
1058,     6,     6,    10,     5,     1,     8,     6,     6,    10,     3,     1,     6,     3,     2,     2,     3,     8,     4,     0,     7
1059,     3,     1,     0,     5,     1,     5,     9,     5,     0,     7,     9,     2,     4,     1,     7,     5,     6,     4,     5,     8
1060,     6,     4,     8,     8,     0,     8,     4,     6,     7,     0,     4,     4,     3,     2,     2,     3,     6,     8,     3,     1
1061,    10,     9,     8,     8,     8,     8,     9,     3,     5,     4,     1,     9,     4,     3,     2,     7,     1,     3,     4,     2
1062,    10,     7,     5,     8,     6,     7,     6,     7,     9,     1,     0,     8,     3,     2,     2,     7,     1,     5,     3,     2
1063,     6,     6,     8,     9,     0,     5,     6,     5,     8,     2,     0,     6,     1,     4,     4,     6,     7,     4,     1,     1
1064,     2,     5,     2,     8,     3,     5,    10,     6,     1,    10,    10,     6,     8,     1,     6,     6,     9,     4,     4,     7
1065,     3,     3,     1,     7,     3,     6,     7,     7,     1,     6,     7,     8,     5,     3,     5,     5,     8,     4,     5,     5
1066,     1,     2,     2,     8,     1,     5,     5,     5,     1,     9,     9,     6,     7,     1,     6,     4,     7,     6,     7,     8
1067,     7,     5,     7,     6,     0,     7,     3,     4,     9,     2,     1,     4,     1,     2,     5,     6,     6,     6,     0,     2
1068,     3,     5,     1,     6,     2,     6,     8,     5,     2,     7,     8,     4,     6,     1,     5,     6,     7,     7,     5,     7
1069,     9,     5,     7,     8,     9,     7,     8,     3,     4,     2,     2,     6,     4,     1,     0,     7,     0,     5,     2,     0
1070,     2,     0,     2,    10,     3,     4,     8,     5,     1,     9,     9,     8,     7,     5,     5,     4,     9,     6,     4,     4
1071,     3,     1,     4,     9,     2,     8,    10,     4,     2,     8,     7,     7,     7,     4,     7,     3,     9,     6,     6,     5
1072,     7,     6,     8,     5,     0,     7,     1,     6,     8,     4,     1,     7,     2,     1,     2,     4,     9,     6,     0,     4
1073,     5,     7,     7,     6,     1,     6,     3,     4,     8,     1,     3,     6,     4,     3,     3,     5,     9,     4,     0,     5
1074,     2,     0,     3,     7,     4,     4,     4,     6,     2,     8,     8,     3,     8,     2,     6,     7,    10,     3,     7,     5
1075,     6,     5,     6,     6,     6,     3,     7,     1,     5,     8,     2,     7,     5,     5,     1,     3,     8,     6,     4,     4
1076,    10,     7,     6,     8,    10,     6,     9,     6,     6,     3,     0,     5,     5,     4,     1,     7,     2,     5,     6,     2
1077,     4,     7,     8,     4,     0,     9,     1,     5,     9,     3,     1,     2,     6,     4,     3,     5,     8,     6,     1,     1
1078,     8,     8,     6,     7,     9,     7,     7,     5,     4,     1,     0,     5,     7,     2,     4,     3,     0,     2,     5,     2
1079,     2,     2,     2,     8,     1,     2,     8,     5,     0,     7,     6,     4,     8,     3,     4,     2,     8,     2,     4,     7
1080,     4,     1,     1,     8,     3,     8,     9,     6,     0,     6,     6,     8,     7,     1,     5,     3,     8,     7,     3,     5
1081,     0,     2,     2,     9,     0,     6,     7,     4,     1,     7,    10,     4,     8,     3,     6,     5,     9,     2,     3,     6
1082,     1,     5,     1,     7,     3,     6,    10,     5,     2,     9,     6,     5,     7,     3,     6,     5,     6,     5,     5,     3
1083,     2,     7,    10,     7,     0,     8,     5,     4,     9,     3,     1,     5,     1,     1,     2,     3,     9,     6,     1,     1
1084,     2,     2,     1,    10,     2,     5,     9,     5,     0,     9,     8,     6,     3,     0,     6,     3,     7,     3,     5,     7
1085,    10,    10,     9,     7,     8,     5,     8,     8,     7,     3,     2,     4,     9,     3,     1,     4,     2,     6,     4,     0
1086,     7,     2,     3,     6,     3,    10,     6,     1,     4,     8,     1,     5,     9,     6,     4,     6,     6,     5,     8,     1
1087,     1,     1,     3,     7,     4,     6,     6,     6,     0,     9,     7,     5,     7,     2,     9,     6,     9,     7,     4,     6
1088,    10,     9,     7,     7,     7,     7,     9,     4,     3,     1,     6,     4,     4,     4,     3,     6,     0,     4,     5,     1
1089,     9,     8,     5,     9,     6,     6,     9,     8,     5,     1,     2,     6,     4,     2,     3,     1,     1,     4,     5,     0
1090,     2,     3,     1,     9,     3,     7,     7,     6,     1,     8,     7,     4,     6,     2,     8,     5,     9,     4,     8,     7
1091,     3,     1,     6,     9,     6,     5,     7,     5,     4,     9,     1,     6,     4,     4,     3,     6,     7,     4,     2,     3
1092,     5,     6,     9,     5,     0,     9,     5,     6,    10,     1,     0,     4,     2,     2,     2,     7,     9,     4,     2,     3
1093,     6,     1,     5,    10,     8,     8,     6,     6,     5,     8,     1,     3,     2,     5,     4,     4,     8,     5,     5,     3
1094,     5,     8,    10,     5,     0,     6,     3,     7,     8,     2,     0,     4,     1,     3,     3,     3,     7,     4,     0,     4
1095,     9,     8,     8,     9,    10,     5,     8,     4,     4,     3,     1,     6,     5,     3,     0,     3,     3,     5,     6,     1
1096,     0,     2,     1,     9,     2,     4,     8,     5,     2,     9,     9,     7,     8,     5,     5,     7,     8,     4,     4,     6
1097,     4,     1,     1,     4,     4,     4,     6,     5,     0,     8,     9,     6,     9,     3,     7,     5,     9,     3,     7,     5
1098,    10,     9,     9,     7,     8,     7,     6,     6,     4,     2,     1,     4,     2,     3,     2,     8,     0,     6,     2,     1
1099,     0,     0,     0,     8,     2,     6,     7,     3,     2,     8,     9,     6,     7,     3,     9,     5,     9,     4,     4,     8
1100,     2,     0,     1,     8,     1,     6,     7,     3,     1,    10,     8,     5,     8,     2,     5,     5,     9,     6,     3,     7
1101,     6,     1,     6,     8,     5,     6,     5,     6,     5,     8,     1,     6,     3,     2,     4,     5,     7,     1,     5,     2
1102,     5,     3,     7,     6,     7,     5,     6,     5,     5,    10,     2,     4,     4,     3,     4,     6,     7,     3,     4,     1
1103,     2,     2,     8,     8,     6,     5,     9,     6,     4,     5,     2,     7,     4,     5,     2,     6,     6,     4,     5,     1
1104,     9,    10,     9,     9,     4,     5,     9,     4,     6,     1,     1,     3,     5,     4,     3,     6,     0,     4,     5,     2
1105,     1,     8,    10,     6,     0,     5,     5,     3,     9,     1,     2,     6,     3,     3,     0,     6,     8,     2,     1,     4
1106,     1,     2,     1,     9,     3,     6,     7,     7,     1,     5,     9,     5,     5,     2,     6,     8,     7,     5,     3,     4
1107,     7,     3,     6,     6,     4,     4,     8,     3,     5,     8,     0,     6,     5,     8,     1,     5,     8,     6,     4,     1
1108,    10,     9,     9,     6,     7,     6,     8,     8,     5,     2,     3,     5,     5,     3,     1,     5,     0,     2,     9,     1
1109,    10,     7,     7,     8,     8,     8,     9,     4,     8,     2,     2,     5,     2,     4,     4,     5,     1,     3,     4,     2
1110,     6,     1,     8,     8,     4,     8,     8,     6,     5,     8,     2,     5,     4,     5,     1,     6,     9,     6,     6,     3
1111,     4,     7,     6,     7,     0,     8,     4,     5,     7,     2,     0,     8,     3,     4,     5,     8,     7,     6,     1,     1
1112,    10,     8,     7,     8,     9,     9,     6,     5,     5,     1,     2,     7,     4,     1,     1,     5,     0,     7,     5,     1
1113,     1,     3,     3,     7,     4,     6,    10,     6,     2,     8,     8,     8,     7,     3,     4,     6,     7,     2,     6,     8
1114,     4,     6,     8,     6,     1,     7,     3,     4,     8,     2,     0,     6,     4,     1,     5,     4,     7,     4,     0,     4
1115,     1,     1,     1,     6,     4,     7,     8,     5,     0,     9,     7,     6,     5,     3,     7,     5,     5,     4,     5,     8
1116,     5,     5,     9,     4,     0,     5,     5,     7,     7,     3,     1,     6,     4,     2,     3,     3,     6,     5,     0,     3
